"country,iso3,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region,city,city_ascii,lat,lng,iso2,capital,Capa",
"Costa Rica,CRI,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""In general, there are a couple of quite isolated training processes, they have been developed for strategic institutions that require support in this matter, especially in COVID time. Despite this, there is no specific reference to the training processes, as there is no specific website or space that allows verifying the implementation of these initiatives.",
,
## Sources,
,
"(1): https://drive.google.com/drive/u/0/folders/1Hd-av0y0UgsSYt4-3ugcWaZvIauuPoFP"",1.0,0.3333333333333333,1.0,15.300000000000002,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,ILDA,Central America,Latin America and the Caribbean,San José,San Jose,9.9325,-84.08,CR,primary,Capacidades",
"Croatia,HRV,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""The Information Commissioner holds regular educations aimed at information officers in public authorities. From the last report, 502 civil servants attended the training of some sort in 2020. Anyhow, the piece is lacking information what was the specific theme of education. (1)",
Sources:,
"(1) The Commissioner's Report for the year 2020, table on page 99, https://pristupinfo.hr/dokumenti-i-publikacije/izvjesca-o-provedbi-zppi/"",1.0,0.3333333333333333,1.0,6.3,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Southern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Zagreb,Zagreb,45.8131,15.9775,HR,primary,Capacidades",
"Czechia,CZE,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""This kind of training is not widespread in Czechia.",
,
Open data team of Ministry of Interior is providing such training to public organizations (1),
,
However the number of participants is very limited comparing to number of public organizations.,
,
"1) Open data: trainings archive, https://opendata.gov.cz/edu:%C5%A1kolen%C3%AD:archiv"",1.0,0.3333333333333333,1.0,23.1,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Eastern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Prague,Prague,50.0875,14.4214,CZ,primary,Capacidades",
"Côte d’Ivoire,CIV,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Government provides training to develop civil servants' data literacy and data skills. ENSEA is the public school in charge of this training.",
"source: https://ensea.ed.ci/en/formations/formation-initiale-3-2/"",3.0,1.0,1.0,59.50000000000001,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Local Development Research Institute (LDRI),Western Africa,Africa,Abidjan,Abidjan,5.3167,-4.0333,CI,primary,Capacidades",
"Denmark,DNK,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Assessed training is possible to attend for all public servants but are not mandatory and requires the consent of the relevant manager.",
"A list of relevant courses are maintained by the Danish Agency for Digitisation and the secretary of the """"Fælles Digitale Arkitektur""""",
,
"(1) The Danish Agency for Digitisation, """"Kursuskatalog"""", 2021: https://digst.dk/styring/statens-digitaliseringsakademi/kursuskatalog/",
,
"(2) Fælles Digitale Arkitektur, """"Kurser"""", 2021,  https://arkitektur.digst.dk/kompetencer/kurser"",3.0,1.0,1.0,81.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Northern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Copenhagen,Copenhagen,55.6761,12.5683,DK,primary,Capacidades",
"Dominican Republic,DOM,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""The Open Data Policy of the Dominican Republic (Draft), Article 20,""""Capacity building on Open Data"""" promotes the creation of a curriculum for training civil servants on matters related to Data (1). The responsibilities are transferred to Technological Institute of the Americas (ITLA)(2) and National Institute of Public Administration (INAP)(3).",
,
ITLA has different courses and technical degrees related to data. These are open to the general population (4)(5).,
,
Sources,
,
(1) DIGEIG and OGTIC. 2021. Open Data Policy of the Dominican Republic (Draft). https://www.digeig.gob.do/wp-content/uploads/2021/03/BORRADOR-Politica-de-Datos-Abiertos-RDO-pfd.pdf,
(2) ITLA website. https://itla.edu.do/,
(3) INAP website. https://inapvirtual.edu.do/,
(4) ITLA Data analytics and science technical program. https://itla.edu.do/analitica-y-ciencia-de-los-datos/,
"(5) ITLA Artificial Inteligence technical program. https://itla.edu.do/tecnologia-en-inteligencia-artificial/"",2.0,0.6666666666666666,1.0,27.200000000000003,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,The Caribbean Open Institute (COI),Caribbean,Latin America and the Caribbean,Santiago,Santiago,19.4572,-70.6889,DO,admin,Capacidades",
"Ecuador,ECU,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Although there are commitments within the Open Government Action Plan [1] that contemplate training public servants on issues related to open data, some of these activities occurred after the closing date of this study.",
,
"[1] - https://www.opengovpartnership.org/wp-content/uploads/2020/01/Ecuador_Action-Plan_2019-2022_Revised_ES.pdf"",0.0,0.0,1.0,0.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,ILDA,South America,Latin America and the Caribbean,Guayaquil,Guayaquil,-2.19,-79.8875,EC,admin,Capacidades",
"Egypt,EGY,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""It is evident that capacity building differs according to the governmental entity as the covered topics related to data even differ from a place to the other. There is some centralised place to go when it comes to capacity building which is the National Training Academy. Then data capacity building does not receive enough attention as it still seems as a topic of no interest to civil servants particularly the old ones. However, it's fair to say that there is some level of effort to keep civil servants up to date with data capacity building within the resources allocated."",3.0,1.0,1.0,63.74999999999999,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Birzeit University,Northern Africa,Middle East and North Africa,Cairo,Cairo,30.0444,31.2358,EG,primary,Capacidades",
"El Salvador,SLV,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""All the information found about training is related to public servant.  It wasn´t possible to find any training program for civil society organizations or any other kind of training about data literacy.",
,
Source:,
"(1) https://twitter.com/innovacion_sv/status/1195385942074429448"",1.0,0.3333333333333333,1.0,6.3,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,ILDA,Central America,Latin America and the Caribbean,San Salvador,San Salvador,13.6989,-89.1914,SV,primary,Capacidades",
"Estonia,EST,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Estonia is increasingly providing access to trainings for data management, data literacy, and data skills. Such trainings are included within the open government data action plan (1), as part of the government's AI (Kratt) initiative (2), and also general trainings under the state shared service center (3), which also address the training-related goals of the open government data action plan.",
 ,
1),Open government data action plan - https://digiriik.ee/index.php/avaandmete-tegevuskava/
2),Kratid trainings - https://www.kratid.ee/koolitused
3),"State shared service center trainings https://rtk.ee/finantsarvestus-ja-personaliteenus/personaliarendus/koolitus-ja-arendustegevused"",3.0,1.0,1.0,90.0,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Northern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Tallinn,Tallinn,59.4372,24.7453,EE,primary,Capacidades"
"Finland,FIN,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""Act on Information Management in Public Administration mandates training be made available to """"ensure that the personnel and those acting on behalf of the information management entity have adequate knowledge of the provisions, regulations and instructions of the information management entity in force relating to information management, data processing and publicity and secrecy of documents"""" (1)",
,
"Sub-national training is also widely available. Dataset on trainings to city of Helsinki employees by Oiva akatemia lists multiple occasions of ICT training (""""tietotekniikkakoulutus""""), including open data training and mandatory data protection training. The dataset covers roughly one third of all training provided. (2)",
,
"Majority of the training is provided on a as-needed basis. Training might be provided when new legislation comes into effect, or a project requires understanding of certain topics. These include a wide array of data related topics. (3)",
,
,
"(1): Act on Information Management in Public Administration 906/2019, Section 4(2)(3)",
(2): https://hri.fi/data/en_GB/dataset/helsingin-kaupungin-henkiloston-koulutukset,
"(3): Interview with Miina Arajärvi, Ministry of Finance, Senior Specialist."",3.0,1.0,1.0,63.000000000000014,C.CAPABILITIES.TRAIN,0.0,51025.0,0.12,0.0288,0.095,Access Info Europe,Northern Europe,""European Union, United Kingdom, North America, Israel, Australia and New Zealand"",Helsinki,Helsinki,60.1708,24.9375,FI,primary,Capacidades",
"France,FRA,Capabilities,CAPABILITIES,C.CAPABILITIES.TRAIN,Capability (C): Civil service,Primary,C.CAPABILITIES.TRAIN,To what extent is the government providing training to develop civil servants' data literacy and data skills?,1,response,""There's no specific trainings on data literacy/skills provided to civil servants in France. However, some categories of civil servants can benefit the training of their choice during their career, in order to change their job specialization or gain skills (1).",
